document	label
밑에분말이 많는듯 하네여 톰하디 뜨니깐 톰하디이름걸고	0
솔직히별로 생각보다 액션너무약함	0
ㅋㅋㅋ 소재 정말 좋았고 김수로연기도 굿	1
주상욱님 팬이라 봤다.....흠...이 영화 보고나서 뭐지? 그생각했다...	0
원피스 봉쿠레권법같은데 재밌어요!!	1
나에겐 아직 너무 어려운듯..	0
앞으로 다시는 이런 명품액션사극을 티비에서는 볼수 없을 것이다.	1
어휴 ㅅㅂ 평점에 낚이지마세요 왠만해선 이런말안남기는데 정도가있지 ㅉㅉ	0
게이의 사랑을 보면서 눈물 흘리게 될 줄이야...ㅋ두 주연 배우는 말할 것도 없지만 로드리고 산토로의 게이 연기에도 박수를:-)	1
첨에볼땐 머리아팠는데 자꾸 생각나네 뭔가....	1
굳이 뭘 말할필요가 있으리	1
뭐여, 착한 일 해서 복 받은 거여?	0
아주 깨끗한 숫자군.	1
내용을 채우기엔 시간이 너무 길다. 엔딩은 그야말로 멘붕	0
억지스럽게 특이하고 괴기스러우려고 노력한 흔적만이 보인다 하나도 조화가 안됨, 결국엔 그렇게 보이려고 애쓴 장면만이 남았다	0
야.. 난 진짜... 보면서 욕 절로 나오던데...	0
어렸을때 정말 재밌게 봤던영화..멋진 영화다..~ ㅠ-ㅠ	1
폐지하지마세요 예능은예능일뿐 왜가만있는예능한테 불똥튀는지 ;	1
재밌었어요 스릴도 있었구요 액션신이 기억에 남아요	1
재밌어요... 연기는 뭐 그닥 공포는 뭐 그닥 포스터가 무서움	0
유쾌한영화!	1
감독은 구지성을 왜 캐스팅했는지... 구지성이 완전 까메오수준	0
오늘의 유머 파이팅!	0
파오후.... 쿰척쿰척....	0
난 페어리테일을 평생 시청할 거임	1
돌란 영화중에 마미 다음으로 괜찮아요. 짝사랑할 때의 모습이 돌란다우면서 민망하게 잘 묘사됨 ㅋㅋㅋㅋ	1
쓸쓸한 젊음의 추억을 회상하게 만드는 영화	1
B1A4짱!B1A4어느멋진날대박났으면좋겠어요!!♥♥♥♥	1
설정이나 캐스팅은 신선함. 그러나 개인적으로 재미없었음. 2편은 더더욱 실망	0
액션신도 나름 볼만했고 스토리도 이정도면 괜찮았지만 중간중간 쓸데없는 장면들을 너무 많이 넣은것같은 아쉬움이 든다.	1
줄수없다;;;1234	0
1점 줄려다 영상미와 음악이 좋아서 3점... 이건 소설과 비교해서 영화가 구린게 아니라 그냥 영화자체만 놓고 봤을때도 망작이다. 영화를 한번보기시작하면 어떻게라도 끝까지보고마는 내가 밉다..	0
그래서 뭐 어떻다는 거야	0
우리를 발가벗겨놓는 작품 홍상수가 너무좋아졌다	1
심달연 할머니 거기서는 꼭 행복하게 살아주세요. 정말 누구보다도 빛나는 인생이였습니다. 그리고 '꽃할머니' 책이 발행이 될때까지 많은 시련이 있었음에도 수정에 수정을 거듭하여 발행해 주신 권윤덕 선생님 감사합니다. 많이 느끼고 갑니다..	1
부부생활을 위해서 자기야 프로그램 방식을 바꾸든가 폐지하는 쪽을 검토 바랍니다부부끼리 팀을 먹고 스포츠나 레저 게임방식으로 부부의 추억과정을 쌓을수록 해야지 토크식 풀다가 서로 있는 정도 없어지는것 같다	0
람보3	1
엔간하면 재밌게 보는데.,..	0
조잡한 CG,약빨은경찰,적절하지못한 브금만 빼면 킬링타임용으로는 볼만해요	1
난 진짜 재미없던데 지루했다	0
이스라엘에 기독교를 전파하라!	0
알바생분들이 많은것같네요 공포영화로 기대하고 보는것보단 그냥 링시리즈의 번외편 추가 내용을보는것에 의의를 두고 보는것 정도로 만족해야할듯합니다 평론가분도 평점 너무 후하신거같네요...	0
다른 좀비영화에 무조건적인 백신찾기나 분노바이러스 이렇게 안되어있게 해줘서 좋았다 결말도 그럴듯하고	1
윌이랑 시저 진짜 짠했다는...--	1
영화 끝까지 안보기는 처음..;;;	0
이동진님이 그랬어요. 이 영화를 좋아하냐 마냐에 따라서 '왕가위' 팬과 왕가위 '영화'팬이 갈린다구요. 저는 전자인가봐요ㅋㅋㅋ 제게는 리지가 그 잘난 여자들을 보며 자신을 더 좋아해가는 과정을 사랑했어요. 저도 그렇게 살아보고파요...어니	1
노력은 가상하나..역대 레이싱 영화중 스피드감 떨어지고 박진감이 떨어지는 영화인듯	0
최고의 명작이라고 생각합니다.아직 못보신 분들은 꼭 감상하세요.	1
그냥쓰레기영화..시간아까운..	0
오메 이걸 어떻게 평가해야하는지, 다행스럽게도 네이버에서 무료로보여줘서 봤는데... 진심 그래픽 어쩔꺼임;;; 실사처럼 표현했는데 그게 더 보기 싫음. 내용도 안습?? 점수가 왜 낮은지 알겠음.. 슈렉 고양이 기대하고 봤는데 ㅠㅠ	0
반데라스. 환상의 눈동자를 가진 영화 후루룩 말아먹기 전문가	0
좀 밝은 영화를 볼껄 그랬다~입술 부르튼 현빈과 이보영~그들삶의 무게가 더욱 무겁다	0
2편 동시상영관에서 본적이 있다 ㅜ.ㅜ	0
머리끄당기는곳이랑 손이 문못열게막는곳에서 존나지리고 똥지림 ㅈㄴ깜놀 근데마지막 이해안가 진짜유미야아님그 미에코야 뭐야 칼들고잇길래 ㅋ사탕키슨머고	1
마츠다 류헤이의 통통한 얼굴이 너무 맘에든다ㅎㅎ입술도 묘~함	1
청소년관람불간데 1대평점 젤높음...!!!	0
봐도봐도 좋은 영화! 인연이라는게 존재할까 생각하게 한다	1
힐링되더라. 무척 좋았음.	1
감흥없는 cg액션만 난무하고 3류각본까지 더해지니 완벽하다	0
이거 재밌다는 사람들은 프랑스에서 사셨거나, 프랑스 유학 갔다온 사람들인가 봐요. ? 영화 끝까지 봤는데, 하나도 안웃기던데요. 지루하기만 하고. 제 점수는 평점1 줍니다.	0
걍 여고괴담 이건1빼곤 다 배우빨같다1은 진짜 반전이 최고엿다만 다만 옛날거라는게 아쉽 솔까 여고괴담1은 지금2014년 기술력으로하면 좋앗을터인데	0
너무이쁘고 기대됩니다	1
DVD방 직원인데 1편보단 재미있게봐서 손님에게 추천을 해줬더니 욕먹음^^;	1
와우 ㅋㅋ 영혼을 끌어모은 알바님들 수고가 참 많으십니다!!ㅋㅋㅋㅋ	0
이것도영화?	0
집중하고 보다보면 밤샌다. 이런게 진짜 시트콤.	1
종수와 횟집여자가 진정한 씬스틸러	0
짐작대로 그만큼. 흠흠.	0
스릴러 별로 좋아하지않지만 이런류의 잔잔하고 싸한 반전은 좋네요	1
정말 남주의 연기를 극찬하고싶고 벅찬맘도 들고 암튼 장점이 많은 영화라 생각한다	1
왠만하면 조용히 보는 스타일인데 정말 이영화는 내용도 졸리 어설프고 배우들도 연기력 최악 매니져 역할 배우만 좀 연기하더만 쒸래기 영화	0
절대아동 절대아동 15세이상 관람금지	0
까마귀가 달리는자동차 앞유리에부딪쳐 자살하는 모습을 그린작품~~~~~	0
재밌어요많이 보러오세요	1
에효 이딴것도 영화라고	0
넌 모를거야! 가슴속의 심장이 입으로 전달되는 것을...	1
어처구니 없습니다. 현재 CGV평촌에 23시 한번. 롯데시네마 용산에서는 아침8시 한번. 아마도 '극장동시개봉'이라는 타이틀로 iptv 1만원 받아 먹으려는 '꼼수개봉'이 아닌가 의심됩니다. 명작을 만나려는 설레임에 찬물을 끼얹는 상술 짜증	0
정말너무재밌는데시청률이항상안타까울뿐ㅠ	1
전투광이면 피튀기는 워씬 기대마라..개지루함.. 200억 어따 썼냐? 정신없는 스토리에 본질은 없고, 뭐좀 고상한척하면 평점 높드라..ㅉㅉ 차라리 천하대전이 낫다..	0
연기력하나는 기똥차네요~줄거리도좋고 몰입도최고입니다 여운이남고 한번더보고싶어지는 영화네요	1
졸렸어요 ㅠ. 침삼키기 민망했ㅇ음	0
스릴러 장르에서 이정도만 나와도 스릴러만 보겠다.평점낮아서 1점추가.	1
익히 거창양민학살 사건을 알고 있어서 엄청 기대를 햇었는데 가슴아픈 역사를 주제로 해서 알릴려는건 좋은데 저렇게 거저 먹을려는 형편없는 영화는 처음봄ㅋ 돈이 아깝다	0
노라 감정 동감 백만 ㅜㅜ 엔딩도 넘 맘에듬.	1
지금까지시즌1부터항상보고있어요ㅎ시즌5도나왔으면♡오늘마지막방송너무아쉬워우어어	1
차라리 파리의 늑대인간인가가 낫지. ㅡㅡ	0
지루하고 총쏘는건만 엄청나옴...	0
그냥 악역없이 다 이쁘고 다 재밌고 다 좋은 영화	1
전 완젼 재밌게 기다리며 시청중이요^^	1
내 인생 최악의 영화걍 쓰레기임	0
재미 더럽게 없다. 조폭영화 10점주는 M창들은 평점좀 못남기게하지?	0
요즘 내사랑내곁에 잘보구있어요~ 동이에 나왔던 이소연때문에 보는겁니다! 화이팅~	1
서글픈 현실 정말 임권택감독이 얼마나 섬세하게 현실을 묘사했는지....	1
30명의 평가에 낚였다 ...아 ㅜ ㅜ 하품에 눈물이 ...	0
김풍,봉만대,길 이 세명 나옴 ㅋㅋ	0
잼나요~♡	1
사투리가 왜 이래 ㅋㅋㅋ	0
존재 자체가 악이다.	0
한 다섯번은 본 영화 같다. 그만큼 재미있다.	1
설명이 필요없는 영화다.	1
감독님 진정으로 본인이 상업영화들을 비판할수 있는 자격이 있다고 생각하십니까? 이렇게 영화를 만들어놓고 관객수준이라뇨	0
"""원래 항상 이런 영화가 나오면 """"우와~노래 짱이에요!""""하면서 점수들이 대체로 높지. 애들 노린건 알겠는데 심각하게 유치하고 1-3까지 모두 존나 재미없게 보긴했지만, 이게 가장 최악이었다. 평점 높게 주는 놈들 대부분 노래+낮은 연령대겠지"""	0
음별로예요저한텐너무억지였음설정이ㅠ	0
이딴일이 가능할지 그저 싸이코 OOO 영화	0
맞아. 아쉬워.... 연기는 죽이는데... 공포는 별로여...	0
전투씬은 많이없으나 교훈을 주는영화	1
반담이형.. 과거의 돌려차기는 향수에 빠진 팬들의 몫? 실베스타스텔론이 부러웠나?	0
로코+스릴러 = 甲 = 냄새를 보는 소녀	1
진짜 수면제 영화 졸린눈 참으며 보느라 죽는줄 알았다.심지어 용하고 싸우는 중인데도 졸리다.	0
쵝오!! 짝짝짝~~~~ㅋㅋㅋ 허허 나참...ㅋㅋㅋㅋ	1
희대의 망작 똥쓰레기 내인생 가장아까웠던 2시간	0
영화가 무슨 내용 인지 모르겠다.	0
다빈씨 하늘에선 행복 하시길..	1
이런 영화가 성공해야 우리나라에 건전한 춤문화가 형성되리라 본다,	1
어렸을때 정말 재미있게 봤던 코미디물...주제가도 정말 좋다!!	1
쩐다! 진~~~~~~~~~~~~~~~~~~~~~~~짜 재미없어!ㅎㅎ	0
저 깊은 곳에서부터 솟구치는 마지막 장면의 감동으로 지금도 잊을 수 없는 영화	1
그래도 나름 배우라는 ㅊㅈ가 에로영화를 찍다니	0
무료 선물이라서 봤더니 ㅜㅜ	0
아우 OO아 말론 브란도의 초상화 가리지마라!!! 아놔!!!!!! (이 영화 보고 잼있으면 지우겠음.볼일 없지만 ㅋㅋㅋ)	0
어제 귀여운 호비 잘봤어요 무지개 부채, 필림북 준비하세요	1
이걸 재밋다고 하는거 보면 어휴..	0
내 생애 최악의 영화임...	0
시작은 좋은데 뒤로 갈수록 재미가 떨어짐.	0
지루하고 졸린 전개, 만화가 졸리면 어쩌자는 거지.	0
난 사랑과 전쟁이 더 보고싶다	0
내 인생 최고의 @영화@당당 NO.1...그리고,10년이 지난,지금도 여전히 그 가치는,@유효@하다.앞으로도,영원히,실사&애니 통틀어서,넘버원 주고 싶은,궁극의초걸작.메가테크 바디사를 능가하는,라이벌기업이 화교들이 세운,중국계 기업이라는게,충격적...	1
배신자시x durtlakwdkdiwl	1
전개도 구분이 안되고 지금시대의 시청률을 의식한 추잡한 연인 가족관계를 다룬 주말시간을 완전히 작살낸 괜찮은 출연진들의 반보고 꺼버린 영화	0
그 줄리안 무어조차 이 영화에서는 별로다..이 영화만의 특색과 장점이라곤 찾아볼수없는 영화..	0
우리꼬맹이랑 봣는데 너무 재밋어요~~	1
하여튼 이래서 인기좋다고 늘리면 안돼.	0
맨처음전화추격전 중간에 오토바이추격전 마지마지막액션 넘잼있다	1
유전무죄 무전유죄를 피부로 느꼈습니다...뿌리깊게 박힌 파문화 여실히 그려졌고 이 영화 저~~~~엉말 좋게 평가하겠습니다.^^	1
뭐야이게?	0
이런 영화가 많이 나왔으면 좋겠어요~너무나 뜻깊은 영화예요~	1
아 진짜 재미있었음 ㅋㅋ 애기 왤캐 귀엽냐ㅋㅋ	1
진짜 돈아까운 영화. 무슨 공포영화가 무섭긴커녕 놀래키는 요소조차 없었다. 스토리조차 너무 진부한 스토리.	0
논스톱 1-5까지 중에서 가장 재미있었다는..ㅎㅎ	1
음	1
베스트댓글 중 공감 가는 것.80년대 후반 90년대 미국 느낌 좋다.특유의 포근함이 있음...이 영화도 그러함.!!	1
헉… 바인즈닷.	0
아오이유우 팬이었는데.... 캐릭터 왜 이렇게 짜증나냐....내용도 너무 지루하고, 진짜 짜증난다; 안 보는게 나았음.그나마 예쁜 케익 구경하는 것에 보다 말았다.아 짜증나	0
느낌이좋은영화	1
진짜 실망했습니다. 안보신분들은 안보는게 훨씬 더 나을수도 있어요내용도 엉성하고 배우들 죽는것도 어설프고 ; 보면서 진짜 어이터졌습니다 ㅋㅋ	0
견자단 나오는영화 웬만한 건 다 봤고 좋아하는 배우인데.. 이번영화는 스토리도 뜬금포에다 개판이고 여주인공 발연기때문에 더 집중이 안되네요 액션연기도 너무 어색하고 도무지 집중이 안됨.. 보다가 중간에 딴짓하게 만드는 영화..	0
그냥 진짜 사나이 안 되고 말지...	0
만약 시즌2하면 성규오빠 꼭 넣어주세욬ㅋㅋㅋㅋ 허당함 속에 비장한 머리가 숨어있다구요ㅠㅠㅠㅠ 자기가 아니라는 말을 하는데 정말 아닌것같이 말해서 더 혼란스러웠지요*^^* 정말 오늘편 재밌었어요!!ㅋㅋㅋ 시즌 2 김성규 기대해봅니다♥	1
세시리즈 모두다 재밌다ㅠㅜ	1
감동적임...	1
보는 동안 눈물만 글썽인...	1
생각보다 별로	0
최악의드라마 똥덩어리 그 자체이다	0
이... 이이러ㅓㄴ!! 샹먀ㅔㅐㄴㅇ봊ㅎ데ㅑ볻제ㅑㅅ홉제ㅑㄱ샤ㅔㅈ더ㅗㅅㅎ	0
나의 인생!!나도 달리고 싶다	1
ㅋㅋ 평점 낮게 준 애들은 요즘 애들일껄? 내가 초등학생 2학년, 그러니까 2003년에 봤을때만 해도 최고의 오락물이었다. 지금으로 따지면 어벤져스 처럼 그저 내 눈엔 스펙터클한 블록버스터급 영화로 남아있다 ㅋㅋ 이래봐도 얘 마블임 ㅋㅋ	1
재미있기도하지만, 의미를 봐보세요...	1
뭐야 이게 ㅡㅡ;	0
1, 2탄에 비해 엄청나게 실망함. 프랑스센스와 헐리웃은 못 섞임	0
최악의 캐릭터들의 이기적인 행동들. 완벽한 페미니즘 영화란 바로 이 영화다.	0
